,,,American Indian Alaskan Native,American Indian Alaskan Native,Asian or Pacific Islander,Asian or Pacific Islander,Black or African American,Black or African American,White,White,Other,Other,Missing,Missing,Suppressed,Suppressed
Index,Week of,County,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths,Cases,Deaths
"1,370",11/1/2020,Pamlico,,,,,,,4,,,,,,2,
"1,371",11/1/2020,Pasquotank,,,,,,,9,,6,,2,,17,
"1,372",11/1/2020,Pender,,,3,,18,,49,,4,,1,,,
"1,373",11/1/2020,Perquimans,,,,,,,12,,,,,,1,
"1,374",11/1/2020,Person,,,,,,,32,,12,,2,,10,
"1,375",11/1/2020,Pitt,1,,,,53,,178,,53,,26,,,2
"1,376",11/1/2020,Polk,,,,,,,5,,,,1,,,
"1,377",11/1/2020,Randolph,1,,1,,22,,275,7,16,,4,,,
"1,378",11/1/2020,Richmond,,,,,23,,29,,23,,1,,,
"1,379",11/1/2020,Robeson,94,,4,,62,,51,,36,,18,,,2
"1,380",11/1/2020,Rockingham,1,,1,,29,1,162,3,9,,20,,,
"1,381",11/1/2020,Rowan,,,1,,30,,187,6,44,1,5,,,
"1,382",11/1/2020,Rutherford,,,,,,,49,3,3,,16,,6,
"1,383",11/1/2020,Sampson,1,,,,29,,101,,30,,37,,,1
"1,384",11/1/2020,Scotland,,,,,,,19,,4,,,,28,2
"1,385",11/1/2020,Stanly,,,,,,,65,3,5,,20,,9,
"1,386",11/1/2020,Stokes,,,,,,,75,,3,,14,,1,2
"1,387",11/1/2020,Surry,,,,,,,155,3,8,1,21,,6,
"1,388",11/1/2020,Swain,,,,,,,9,,1,,4,,6,
"1,389",11/1/2020,Transylvania,,,,,,,16,,2,,,,3,
"1,390",11/1/2020,Tyrrell,,,,,,,,,,,,,2,
"1,391",11/1/2020,Union,5,,2,,36,2,222,3,38,,33,,,
"1,392",11/1/2020,Vance,,,,,41,1,,,9,,6,1,31,1
"1,393",11/1/2020,Wake,6,,42,,253,,638,4,206,2,253,3,,
"1,394",11/1/2020,Warren,,,,,18,,,,1,,4,,12,1
"1,395",11/1/2020,Washington,,,,,3,,,,,,,,2,
"1,396",11/1/2020,Watauga,,,,,,,69,,,,15,,2,
"1,397",11/1/2020,Wayne,,,,,43,,64,4,7,,108,,,
"1,398",11/1/2020,Wilkes,,,,,,,150,,4,,26,,6,1
"1,399",11/1/2020,Wilson,1,,,,65,,126,,6,,10,,,1
"1,400",11/1/2020,Yadkin,,,,,,,54,,5,,17,,,1
"1,401",11/1/2020,Yancey,,,,,,,42,,1,,4,,,1
"1,402",10/25/2020,Alamance,3,,3,,32,,247,8,17,2,18,,,
"1,403",10/25/2020,Alexander,,,,,,,82,2,1,,74,2,5,1
"1,404",10/25/2020,Alleghany,,,,,,,30,,1,,11,,1,
"1,405",10/25/2020,Anson,,,,,3,,,,1,,3,,12,2
"1,406",10/25/2020,Ashe,,,,,,,75,,3,,19,,,
"1,407",10/25/2020,Avery,,,,,,,48,4,1,,4,,3,
"1,408",10/25/2020,Beaufort,,,,,,,32,,4,,10,,12,
"1,409",10/25/2020,Bertie,,,,,3,,,,5,,3,,9,
"1,410",10/25/2020,Bladen,,,,,,,12,,,,1,,10,
"1,411",10/25/2020,Brunswick,,,2,,14,,73,,1,,4,,,
"1,412",10/25/2020,Buncombe,2,,2,,11,,199,6,15,,27,,,
"1,413",10/25/2020,Burke,1,,4,,5,,141,,2,,27,,,1
"1,414",10/25/2020,Cabarrus,4,,8,,42,1,193,3,27,,28,,,
"1,415",10/25/2020,Caldwell,,,,,7,,219,,3,,23,,,2
"1,416",10/25/2020,Camden,,,,,,,6,,1,,1,,,
"1,417",10/25/2020,Carteret,,,,,,,94,,1,,18,,12,1
"1,418",10/25/2020,Caswell,,,,,,,21,,,,7,,7,
"1,419",10/25/2020,Catawba,,,18,1,36,,269,3,15,,116,1,,
"1,420",10/25/2020,Chatham,,,,,11,,30,,14,,12,,,1
"1,421",10/25/2020,Cherokee,,,,,,,12,,,,11,,1,
"1,422",10/25/2020,Chowan,,,,,,,6,,3,,,,4,
"1,423",10/25/2020,Clay,,,,,,,6,,,,23,,,
"1,424",10/25/2020,Cleveland,,,,,,,141,4,22,,13,,63,2
"1,425",10/25/2020,Columbus,,,,,,,55,2,8,,1,,62,2
"1,426",10/25/2020,Craven,,,2,,26,,93,,10,,21,,,1
"1,427",10/25/2020,Cumberland,4,,4,,129,1,191,2,63,,31,1,,
"1,428",10/25/2020,Currituck,,,,,,,6,,,,2,,,
"1,429",10/25/2020,Dare,,,,,,,27,,1,,2,,1,
"1,430",10/25/2020,Davidson,2,,2,,15,,112,,18,,54,,,2
"1,431",10/25/2020,Davie,,,,,,,41,,6,,6,,1,2
"1,432",10/25/2020,Duplin,,,,,13,,86,,3,,5,,,2
"1,433",10/25/2020,Durham,3,,11,,132,,125,3,80,,63,,,
"1,434",10/25/2020,Edgecombe,,,,,46,1,,,19,1,6,,42,1
"1,435",10/25/2020,Forsyth,1,,12,,145,6,287,12,76,1,60,,,
"1,436",10/25/2020,Franklin,,,,,18,,27,,10,,9,,,1
"1,437",10/25/2020,Gaston,2,,6,,56,3,315,11,44,,64,,,
"1,438",10/25/2020,Gates,,,,,,,,,,,,,2,
"1,439",10/25/2020,Graham,,,,,,,7,,,,,,,
"1,440",10/25/2020,Granville,,,,,22,,57,,9,,6,,,1
"1,441",10/25/2020,Greene,,,,,,,16,2,4,1,5,,13,
"1,442",10/25/2020,Guilford,3,,41,,209,3,389,9,77,,51,,,
"1,443",10/25/2020,Halifax,,,,,48,2,,,14,,14,,42,1
"1,444",10/25/2020,Harnett,1,,1,,56,,104,,12,,1,,,2
"1,445",10/25/2020,Haywood,,,,,,,63,,2,,3,,2,1
"1,446",10/25/2020,Henderson,,,,,1,,81,,5,,9,,,2
"1,447",10/25/2020,Hertford,,,,,9,,,,1,,3,,8,1
"1,448",10/25/2020,Hoke,1,,,,18,,23,,7,,14,,,1
"1,449",10/25/2020,Hyde,,,,,,,1,,,,,,2,
"1,450",10/25/2020,Iredell,,,5,,44,2,155,1,12,,15,1,,
"1,451",10/25/2020,Jackson,13,,1,,,,39,,9,,37,,,
"1,452",10/25/2020,Johnston,1,,,,36,,211,,31,,51,,,1
"1,453",10/25/2020,Jones,,,,,,,4,,,,,,1,
"1,454",10/25/2020,Lee,,,,,13,1,34,1,17,1,23,,,
"1,455",10/25/2020,Lenoir,,,,,,,64,,11,,8,,31,1
"1,456",10/25/2020,Lincoln,,,,,,,102,,16,,46,,12,1
"1,457",10/25/2020,Macon,,,,,,,21,,,,7,,,1
"1,458",10/25/2020,Madison,,,,,,,49,4,,,9,1,,
"1,459",10/25/2020,Martin,,,,,,,23,,5,,1,,18,1
"1,460",10/25/2020,McDowell,,,,,,,59,,1,,11,,3,
"1,461",10/25/2020,Mecklenburg,16,,55,,376,2,687,4,168,1,216,,,
"1,462",10/25/2020,Mitchell,,,,,,,24,,,,1,,,
"1,463",10/25/2020,Montgomery,,,,,,,19,,2,,3,,16,
"1,464",10/25/2020,Moore,,,,,13,,59,,6,,3,,,1
"1,465",10/25/2020,Nash,1,,,,81,1,120,2,11,,21,,,
"1,466",10/25/2020,New Hanover,,,3,,46,,190,4,36,,19,,,
"1,467",10/25/2020,Northampton,,,,,23,,,,6,,3,,9,2
"1,468",10/25/2020,Onslow,,,9,,49,1,216,2,25,,18,,,
"1,469",10/25/2020,Orange,,,3,,11,,57,,26,,12,,,
"1,470",10/25/2020,Pamlico,,,,,,,6,,2,,1,,7,
"1,471",10/25/2020,Pasquotank,,,,,,,25,,7,,2,,13,
"1,472",10/25/2020,Pender,,,,,15,,48,,,,1,,,
"1,473",10/25/2020,Perquimans,,,,,,,10,,,,,,3,
"1,474",10/25/2020,Person,,,,,,,48,,9,,3,,9,
"1,475",10/25/2020,Pitt,5,,2,,45,,162,,32,,53,,,2
"1,476",10/25/2020,Polk,,,,,,,7,,,,5,,1,
"1,477",10/25/2020,Randolph,,,2,,15,,283,3,9,,2,,,
"1,478",10/25/2020,Richmond,,,,,20,,32,,7,,2,,,2
"1,479",10/25/2020,Robeson,75,,,,51,,56,,32,,36,,,1
"1,480",10/25/2020,Rockingham,,,,,33,,177,,12,,24,,,
"1,481",10/25/2020,Rowan,2,,,,25,,143,2,25,1,11,,,
"1,482",10/25/2020,Rutherford,,,,,,,63,,4,,6,,9,1
"1,483",10/25/2020,Sampson,,,2,,25,1,103,3,21,1,29,,,
"1,484",10/25/2020,Scotland,,,,,,,33,2,,,,,23,1
"1,485",10/25/2020,Stanly,,,,,,,47,,1,,,,6,
"1,486",10/25/2020,Stokes,,,,,,,44,,3,,8,,2,1
"1,487",10/25/2020,Surry,,,,,,,192,,20,,11,,7,1
"1,488",10/25/2020,Swain,,,,,,,6,,,,2,,5,
"1,489",10/25/2020,Transylvania,,,,,,,19,,2,,4,,1,
"1,490",10/25/2020,Tyrrell,,,,,,,,,,,,,1,
"1,491",10/25/2020,Union,,,2,,25,,182,,38,,29,,,1
"1,492",10/25/2020,Vance,,,,,26,,,,2,,8,,24,1
"1,493",10/25/2020,Wake,2,,39,1,207,,464,6,200,,147,1,,
"1,494",10/25/2020,Warren,,,,,15,,,,3,,1,,9,
"1,495",10/25/2020,Washington,,,,,8,,,,4,,1,,10,
"1,496",10/25/2020,Watauga,,,,,,,39,,,,15,,3,
"1,497",10/25/2020,Wayne,,,1,,26,1,95,5,15,,139,,,
"1,498",10/25/2020,Wilkes,,,,,,,109,3,12,,42,1,7,
"1,499",10/25/2020,Wilson,,,1,,87,,139,,7,,7,,,
"1,500",10/25/2020,Yadkin,,,,,,,54,,9,,22,,8,1
"1,501",10/25/2020,Yancey,,,,,,,30,,2,,3,,,
"1,502",10/18/2020,Alamance,,,2,,54,2,266,6,19,,13,1,,
"1,503",10/18/2020,Alexander,,,,,,,94,3,1,,13,,5,
"1,504",10/18/2020,Alleghany,,,,,,,25,,3,,,,,
"1,505",10/18/2020,Anson,,,,,6,,,,1,,5,,12,
"1,506",10/18/2020,Ashe,,,,,,,38,,,,9,,,1
"1,507",10/18/2020,Avery,,,,,,,27,,,,3,,2,
"1,508",10/18/2020,Beaufort,,,,,,,36,,5,,15,,17,1
"1,509",10/18/2020,Bertie,,,,,13,,,,5,,,,7,
"1,510",10/18/2020,Bladen,,,,,,,20,,1,,1,,12,
"1,511",10/18/2020,Brunswick,2,,,,5,,100,3,3,,4,,,
"1,512",10/18/2020,Buncombe,,,2,,6,,224,6,12,2,20,,,
"1,513",10/18/2020,Burke,,,8,,5,,111,,7,,36,,,2
"1,514",10/18/2020,Cabarrus,1,,4,,44,,134,3,29,1,16,,,
"1,515",10/18/2020,Caldwell,,,,,5,,216,,5,,38,,,1
"1,516",10/18/2020,Camden,,,,,,,,,,,,,1,
"1,517",10/18/2020,Carteret,,,,,,,57,,1,,17,,4,1
"1,518",10/18/2020,Caswell,,,,,,,20,,1,,9,,18,
"1,519",10/18/2020,Catawba,,,23,1,30,,209,2,16,,114,,,
"1,520",10/18/2020,Chatham,,,,,3,,25,,16,,16,,,2
"1,521",10/18/2020,Cherokee,,,,,,,14,,3,,14,,,
"1,522",10/18/2020,Chowan,,,,,,,18,2,5,,5,1,10,1
"1,523",10/18/2020,Clay,,,,,,,11,,,,25,,,1
"1,524",10/18/2020,Cleveland,,,,,,,134,6,28,,17,,64,1
"1,525",10/18/2020,Columbus,,,,,,,53,,1,,,,37,1
"1,526",10/18/2020,Craven,,,1,,21,1,85,4,14,1,20,,,
"1,527",10/18/2020,Cumberland,2,,9,,169,3,153,1,45,,31,,,
"1,528",10/18/2020,Currituck,,,,,,,6,,,,,,,
"1,529",10/18/2020,Dare,,,,,,,23,,1,,2,,,
"1,530",10/18/2020,Davidson,1,,6,,16,,116,,19,,49,,,2
"1,531",10/18/2020,Davie,,,,,,,37,,1,,3,,2,1
"1,532",10/18/2020,Duplin,,,,,18,,79,2,6,,3,1,,
"1,533",10/18/2020,Durham,1,,12,,126,,107,,53,,64,,,1
"1,534",10/18/2020,Edgecombe,,,,,59,,,,33,1,3,,53,4
"1,535",10/18/2020,Forsyth,,,3,,128,3,336,6,51,,54,1,,
"1,536",10/18/2020,Franklin,,,,,12,,27,,15,,8,,,
"1,537",10/18/2020,Gaston,9,,4,1,78,2,311,15,40,,119,,,
"1,538",10/18/2020,Gates,,,,,,,3,,,,,,1,1
"1,539",10/18/2020,Graham,,,,,,,8,,,,,,1,
"1,540",10/18/2020,Granville,,,,,29,,34,,2,,8,,,
"1,541",10/18/2020,Greene,,,,,,,20,3,8,,10,,17,1
"1,542",10/18/2020,Guilford,2,,28,,226,3,353,2,77,1,62,,,
"1,543",10/18/2020,Halifax,,,,,45,,,,19,,7,,31,2
"1,544",10/18/2020,Harnett,1,,3,,43,,106,,12,,8,,,1
"1,545",10/18/2020,Haywood,,,,,,,18,,,,4,,,
"1,546",10/18/2020,Henderson,,,,,8,,92,,3,,11,,,2
"1,547",10/18/2020,Hertford,,,,,3,,,,1,,1,,4,1
"1,548",10/18/2020,Hoke,4,,,,20,,18,,6,,23,,,2
"1,549",10/18/2020,Hyde,,,,,,,,,,,,,1,
"1,550",10/18/2020,Iredell,1,,3,,47,2,146,2,12,1,30,1,,
"1,551",10/18/2020,Jackson,29,,1,,3,,59,,10,,36,,,1
"1,552",10/18/2020,Johnston,,,,,38,,280,,21,,46,,,2
"1,553",10/18/2020,Jones,,,,,,,9,,7,,,,3,
"1,554",10/18/2020,Lee,,,,,23,,45,,23,,17,,,1
"1,555",10/18/2020,Lenoir,,,,,,,85,2,21,1,10,,29,
"1,556",10/18/2020,Lincoln,,,,,,,96,,14,,79,,10,2
"1,557",10/18/2020,Macon,,,,,,,27,,1,,3,,,
"1,558",10/18/2020,Madison,,,,,,,71,10,1,,7,,,
"1,559",10/18/2020,Martin,,,,,,,15,,7,,1,,11,1
"1,560",10/18/2020,McDowell,,,,,,,67,,3,,15,,,2
"1,561",10/18/2020,Mecklenburg,20,,61,,500,1,611,9,160,,202,1,,
"1,562",10/18/2020,Mitchell,,,,,,,26,,,,1,,,
"1,563",10/18/2020,Montgomery,,,,,,,22,,1,,2,,8,
"1,564",10/18/2020,Moore,1,1,,,14,2,47,,9,,31,,,
"1,565",10/18/2020,Nash,1,,,,84,4,84,3,14,,17,,,
"1,566",10/18/2020,New Hanover,,,2,,35,,171,3,35,,16,,,
"1,567",10/18/2020,Northampton,,,,,17,,,,6,,1,,12,2
"1,568",10/18/2020,Onslow,3,,6,,34,,212,,35,,22,,,2
"1,569",10/18/2020,Orange,2,,11,,10,,56,,22,,8,,,1
"1,570",10/18/2020,Pamlico,,,,,,,6,,1,,,,6,
"1,571",10/18/2020,Pasquotank,,,,,,,9,,10,,1,,13,
"1,572",10/18/2020,Pender,2,,1,,78,2,106,1,3,,2,,,
"1,573",10/18/2020,Perquimans,,,,,,,7,,2,,,,6,
"1,574",10/18/2020,Person,,,,,,,54,,1,,2,,24,
"1,575",10/18/2020,Pitt,5,,3,,40,2,169,2,21,,28,,,
"1,576",10/18/2020,Polk,,,,,,,14,,2,,3,,,
"1,577",10/18/2020,Randolph,2,,,,12,,188,5,4,,3,,,
"1,578",10/18/2020,Richmond,1,1,3,,21,1,36,1,4,,,,,
"1,579",10/18/2020,Robeson,99,,,,82,,63,,44,,63,,,1
"1,580",10/18/2020,Rockingham,,,,,26,,143,,10,,21,,,1
"1,581",10/18/2020,Rowan,,,,,19,,122,2,13,2,18,,,
"1,582",10/18/2020,Rutherford,,,,,,,68,4,7,,25,,8,1
"1,583",10/18/2020,Sampson,,,,,23,,92,2,24,3,25,,,
"1,584",10/18/2020,Scotland,,,,,,,38,2,1,,2,,36,4
"1,585",10/18/2020,Stanly,,,,,,,40,,,,18,,8,
"1,586",10/18/2020,Stokes,,,,,,,38,,,,6,,,1
"1,587",10/18/2020,Surry,,,,,,,145,7,7,,10,1,7,
"1,588",10/18/2020,Swain,,,,,,,17,,1,,15,,22,
"1,589",10/18/2020,Transylvania,,,,,,,23,,1,,1,,1,
"1,590",10/18/2020,Tyrrell,,,,,,,,,2,,,,1,
"1,591",10/18/2020,Union,3,,4,,24,,152,,26,,22,,,1
"1,592",10/18/2020,Vance,,,,,26,,,,2,,3,,12,
"1,593",10/18/2020,Wake,6,,43,,190,,430,,176,,160,,,1
"1,594",10/18/2020,Warren,,,,,22,,,,2,,13,,29,1
"1,595",10/18/2020,Washington,,,,,6,,,,3,,2,,1,
"1,596",10/18/2020,Watauga,,,,,,,61,,6,,13,,2,
"1,597",10/18/2020,Wayne,1,,1,,40,3,124,6,10,,151,,,
"1,598",10/18/2020,Wilkes,,,,,,,71,3,7,,61,1,4,
"1,599",10/18/2020,Wilson,,,,,93,3,130,3,11,1,4,,,
"1,600",10/18/2020,Yadkin,,,,,,,69,,8,,16,,4,
"1,601",10/18/2020,Yancey,,,,,,,42,,1,,,,,
"1,602",10/11/2020,Alamance,,,2,,82,7,203,17,40,,13,,,
"1,603",10/11/2020,Alexander,,,,,,,118,,,,18,,4,2
"1,604",10/11/2020,Alleghany,,,,,,,11,,,,3,,,
"1,605",10/11/2020,Anson,,,,,7,,,,1,,1,,15,1
"1,606",10/11/2020,Ashe,,,,,,,34,,,,9,,,2
"1,607",10/11/2020,Avery,,,,,,,78,,7,,3,,26,1
"1,608",10/11/2020,Beaufort,,,,,,,67,3,6,,31,,12,
"1,609",10/11/2020,Bertie,,,,,13,1,,,5,2,,,9,
"1,610",10/11/2020,Bladen,,,,,,,41,,1,,2,,15,
"1,611",10/11/2020,Brunswick,2,,,,26,2,113,1,1,,3,,,
"1,612",10/11/2020,Buncombe,1,,2,,7,,153,6,11,,26,1,,
"1,613",10/11/2020,Burke,,,2,,7,,93,3,4,,31,,,
"1,614",10/11/2020,Cabarrus,1,,7,,43,,136,2,24,1,21,,,
"1,615",10/11/2020,Caldwell,,,,,2,,190,,5,,24,,,
"1,616",10/11/2020,Camden,,,,,,,5,,,,1,,2,1
"1,617",10/11/2020,Carteret,,,,,,,92,,4,,23,,4,2
"1,618",10/11/2020,Caswell,,,,,,,35,,2,,11,,7,1
"1,619",10/11/2020,Catawba,,,10,,24,,171,6,10,,130,1,,
"1,620",10/11/2020,Chatham,,,,,1,,24,,17,,10,,,
"1,621",10/11/2020,Cherokee,,,,,,,19,,,,6,,,
"1,622",10/11/2020,Chowan,,,,,,,10,,2,,1,,8,
"1,623",10/11/2020,Clay,,,,,,,22,,,,9,,,
"1,624",10/11/2020,Cleveland,,,,,,,109,2,28,,14,,56,4
"1,625",10/11/2020,Columbus,,,,,,,41,,8,,2,,16,1
"1,626",10/11/2020,Craven,,,,,38,,108,,14,,25,,,
"1,627",10/11/2020,Cumberland,3,,5,,140,,151,,57,,23,,,2
"1,628",10/11/2020,Currituck,,,,,,,3,,,,,,4,1
"1,629",10/11/2020,Dare,,,,,,,28,,,,,,,
"1,630",10/11/2020,Davidson,,,16,,17,,136,,17,,50,,,2
"1,631",10/11/2020,Davie,,,,,,,48,,1,,8,,2,1
"1,632",10/11/2020,Duplin,,,,,8,,58,,9,,2,,,2
"1,633",10/11/2020,Durham,1,,8,,86,,107,,78,,38,,,
"1,634",10/11/2020,Edgecombe,,,,,35,1,,,36,,6,,104,3
"1,635",10/11/2020,Forsyth,,,5,,103,1,225,7,54,,57,,,
"1,636",10/11/2020,Franklin,,,,,17,,22,,7,,8,,,
"1,637",10/11/2020,Gaston,3,,2,,84,3,428,18,40,,133,,,
"1,638",10/11/2020,Gates,,,,,,,,,,,,,1,
"1,639",10/11/2020,Graham,,,,,,,14,,,,,,2,1
"1,640",10/11/2020,Granville,,,,,26,,52,,6,,4,,,1
"1,641",10/11/2020,Greene,,,,,,,37,2,14,1,28,,21,
"1,642",10/11/2020,Guilford,2,,19,,156,1,282,3,66,1,102,,,
"1,643",10/11/2020,Halifax,,,,,34,,,,12,,12,,44,2
"1,644",10/11/2020,Harnett,,,,,35,,118,,8,,6,,,2
"1,645",10/11/2020,Haywood,,,,,,,22,,4,,1,,1,
"1,646",10/11/2020,Henderson,,,2,,12,,103,,3,,14,,,1
"1,647",10/11/2020,Hertford,,,,,11,,,,1,,,,3,1
"1,648",10/11/2020,Hoke,5,,,,23,,22,,16,,12,,,2
"1,649",10/11/2020,Hyde,,,,,,,7,,1,,,,17,
"1,650",10/11/2020,Iredell,2,,2,,57,,130,,9,,23,,,
"1,651",10/11/2020,Jackson,34,,1,,3,,47,,7,,30,,,
"1,652",10/11/2020,Johnston,1,,,,25,,193,3,26,,33,,,
"1,653",10/11/2020,Jones,,,,,,,5,,,,3,,,
"1,654",10/11/2020,Lee,,,1,,11,1,70,,22,4,16,,,
"1,655",10/11/2020,Lenoir,,,,,,,86,3,14,,3,,35,1
"1,656",10/11/2020,Lincoln,,,,,,,94,,14,,74,,4,1
"1,657",10/11/2020,Macon,,,,,,,11,,2,,8,,,
"1,658",10/11/2020,Madison,,,,,,,25,,3,,7,,1,1
"1,659",10/11/2020,Martin,,,,,,,20,,5,,5,,13,1
"1,660",10/11/2020,McDowell,,,,,,,66,,2,,6,,3,
"1,661",10/11/2020,Mecklenburg,18,,45,,437,12,580,3,112,,188,,,
"1,662",10/11/2020,Mitchell,,,,,,,19,,,,2,,1,
"1,663",10/11/2020,Montgomery,,,,,,,37,,1,,3,,12,1
"1,664",10/11/2020,Moore,8,1,1,,18,3,77,4,7,,26,,,
"1,665",10/11/2020,Nash,2,,1,,75,4,116,8,39,3,32,,,
"1,666",10/11/2020,New Hanover,1,,3,,35,,148,,27,,16,,,
"1,667",10/11/2020,Northampton,,,,,9,,,,,,1,,8,2
"1,668",10/11/2020,Onslow,2,,5,,26,1,211,2,22,,13,,,
"1,669",10/11/2020,Orange,,,3,,6,,59,,19,,13,,,1
"1,670",10/11/2020,Pamlico,,,,,,,4,,,,,,1,
"1,671",10/11/2020,Pasquotank,,,,,,,12,,2,,3,,13,
"1,672",10/11/2020,Pender,,,,,12,,66,,2,,,,,1
"1,673",10/11/2020,Perquimans,,,,,,,7,,1,,,,9,
"1,674",10/11/2020,Person,,,,,,,44,,3,,5,,8,
"1,675",10/11/2020,Pitt,3,,,,37,,171,,29,,35,,,1
"1,676",10/11/2020,Polk,,,,,,,18,,,,9,,,1
"1,677",10/11/2020,Randolph,,,5,,13,,223,,20,,,,,2
"1,678",10/11/2020,Richmond,2,,,,56,,56,,25,,7,,,2
"1,679",10/11/2020,Robeson,125,1,2,,63,1,80,,41,1,25,,,
"1,680",10/11/2020,Rockingham,,,,,24,,109,,4,,24,,,
"1,681",10/11/2020,Rowan,,,1,,29,,124,3,13,,10,,,
"1,682",10/11/2020,Rutherford,,,,,,,85,5,4,,23,,22,1
"1,683",10/11/2020,Sampson,,,,,10,,73,,10,,17,,,1
"1,684",10/11/2020,Scotland,,,,,,,43,2,4,1,11,,38,
"1,685",10/11/2020,Stanly,,,,,,,80,4,,,7,,11,
"1,686",10/11/2020,Stokes,,,,,,,49,,1,,10,,3,1
"1,687",10/11/2020,Surry,,,,,,,105,3,6,,14,,2,
"1,688",10/11/2020,Swain,,,,,,,8,,,,9,,19,
"1,689",10/11/2020,Transylvania,,,,,,,21,,,,2,,3,
"1,690",10/11/2020,Tyrrell,,,,,,,2,,,,2,,5,
"1,691",10/11/2020,Union,2,,,,26,,140,,46,,34,,,1
"1,692",10/11/2020,Vance,,,,,19,,,,4,,2,,10,
"1,693",10/11/2020,Wake,4,,28,,130,3,366,3,146,,109,1,,
"1,694",10/11/2020,Warren,,,,,17,,,,1,,,,6,
"1,695",10/11/2020,Washington,,,,,6,,,,,,3,,1,
"1,696",10/11/2020,Watauga,,,,,,,77,,3,,15,,5,1
"1,697",10/11/2020,Wayne,,,3,,49,3,125,6,18,,89,,,
"1,698",10/11/2020,Wilkes,,,,,,,66,4,6,,38,,14,1
"1,699",10/11/2020,Wilson,,,,,80,2,123,2,7,,6,,,
"1,700",10/11/2020,Yadkin,,,,,,,44,,12,,9,,10,1
"1,701",10/11/2020,Yancey,,,,,,,34,,,,2,,1,
"1,702",10/4/2020,Alamance,,,2,,58,,194,3,38,,9,,,
"1,703",10/4/2020,Alexander,,,,,,,42,,1,,4,,,1
"1,704",10/4/2020,Alleghany,,,,,,,8,,1,,,,1,
"1,705",10/4/2020,Anson,,,,,8,,,,1,,3,,10,1
"1,706",10/4/2020,Ashe,,,,,,,39,,1,,11,,,1
"1,707",10/4/2020,Avery,,,,,,,25,,1,,3,,6,
"1,708",10/4/2020,Beaufort,,,,,,,58,2,2,,33,2,11,
"1,709",10/4/2020,Bertie,,,,,18,1,,,3,,2,,8,2
"1,710",10/4/2020,Bladen,,,,,,,26,,,,1,,11,1
"1,711",10/4/2020,Brunswick,1,,,,12,3,133,8,3,,5,,,
"1,712",10/4/2020,Buncombe,,,,,15,1,166,4,24,,27,,,
"1,713",10/4/2020,Burke,1,,2,,3,,116,7,,,28,,,
"1,714",10/4/2020,Cabarrus,,,2,,27,,117,3,13,,16,,,
"1,715",10/4/2020,Caldwell,,,,,5,,167,,4,,16,,,
"1,716",10/4/2020,Camden,,,,,,,,,,,,,2,
"1,717",10/4/2020,Carteret,,,,,,,102,,,,35,,8,1
"1,718",10/4/2020,Caswell,,,,,,,26,,2,,14,,9,
"1,719",10/4/2020,Catawba,,,3,,14,,155,,9,,99,,,2
"1,720",10/4/2020,Chatham,,,2,,3,,25,,26,,12,,,
"1,721",10/4/2020,Cherokee,,,,,,,16,,,,16,,,
"1,722",10/4/2020,Chowan,,,,,,,29,2,4,,6,1,21,2
"1,723",10/4/2020,Clay,,,,,,,15,,,,2,,,1
"1,724",10/4/2020,Cleveland,,,,,,,156,2,26,,14,,38,1
"1,725",10/4/2020,Columbus,,,,,,,56,1,8,,,,23,2
"1,726",10/4/2020,Craven,,,1,,27,1,106,3,10,,20,,,
"1,727",10/4/2020,Cumberland,4,,4,,110,3,121,1,45,,20,,,
"1,728",10/4/2020,Currituck,,,,,,,8,,,,5,,1,
"1,729",10/4/2020,Dare,,,,,,,14,,,,,,1,
"1,730",10/4/2020,Davidson,1,,7,,13,,130,,13,,89,,,2
"1,731",10/4/2020,Davie,,,,,,,33,,7,,4,,4,
"1,732",10/4/2020,Duplin,,,,,6,,58,,22,,,,,2
"1,733",10/4/2020,Durham,2,,3,,78,1,85,1,97,1,35,,,
"1,734",10/4/2020,Edgecombe,,,,,61,,,,18,,11,,88,5
"1,735",10/4/2020,Forsyth,2,,3,,72,1,212,3,45,,35,,,
"1,736",10/4/2020,Franklin,,,,,9,,43,,3,,6,,,1
"1,737",10/4/2020,Gaston,2,,5,,40,2,397,9,29,,69,,,
"1,738",10/4/2020,Gates,,,,,,,6,,4,,,,1,
"1,739",10/4/2020,Graham,,,,,,,22,,1,,2,,4,
"1,740",10/4/2020,Granville,,,,,18,,30,,3,,2,,,
"1,741",10/4/2020,Greene,,,,,,,26,4,20,,11,,16,1
"1,742",10/4/2020,Guilford,,,18,,166,3,264,3,70,,97,,,
"1,743",10/4/2020,Halifax,,,,,26,,,,8,,10,,32,2
"1,744",10/4/2020,Harnett,,,1,,33,,89,,10,,5,,,2
"1,745",10/4/2020,Haywood,,,,,,,19,,2,,1,,2,
"1,746",10/4/2020,Henderson,,,,,8,,76,,8,,22,,,
"1,747",10/4/2020,Hertford,,,,,9,,,,1,,1,,4,1
"1,748",10/4/2020,Hoke,5,,1,,22,,17,,10,,17,,,1
"1,749",10/4/2020,Hyde,,,,,,,2,,,,,,2,
"1,750",10/4/2020,Iredell,,,2,,29,,132,5,9,,17,,,
"1,751",10/4/2020,Jackson,8,,1,,3,,25,,12,,24,,,
"1,752",10/4/2020,Johnston,,,,,13,,169,3,23,,23,,,
"1,753",10/4/2020,Jones,,,,,,,8,,,,1,,1,
